"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1771185_at","Schizosaccharomyces pombe","SPCC576.07","SPCC576.07.S1","---"
"1771186_at","Saccharomyces cerevisiae","YFR016C","YFR016C.S1","---"
"1771187_at","Saccharomyces cerevisiae","YGR141W","YGR141W.S1","VPS62"
"1771188_at","Saccharomyces cerevisiae","YNL217W","YNL217W.S1","---"
"1771189_at","Saccharomyces cerevisiae","YKL121W","YKL121W.S1","---"
"1771190_at","Saccharomyces cerevisiae","YGR177C","YGR177C.S1","ATF2"
"1771191_at","Saccharomyces cerevisiae","YCL034W","YCL034W.S1","LSB5"
"1771192_at","Saccharomyces cerevisiae","YAL067W-A","YAL067W-A.S1","---"
"1771193_at","Saccharomyces cerevisiae","YOL020W","YOL020W.S1","TAT2"
"1771194_at","Schizosaccharomyces pombe","SPBC18H10.19","SPBC18H10.19.S1","---"
"1771195_at","Saccharomyces cerevisiae","YCR026C","YCR026C.S1","NPP1"
"1771196_at","Saccharomyces cerevisiae","YBR136W","YBR136W.S1","MEC1"
"1771197_at","Saccharomyces cerevisiae","YOR155C","YOR155C.S1","ISN1"
"1771198_at","Schizosaccharomyces pombe","SPAC22F3.02","SPAC22F3.02.S1","---"
"1771199_at","Saccharomyces cerevisiae","YGL122C","YGL122C.S1","NAB2"
"1771200_at","Saccharomyces cerevisiae","YOR258W","YOR258W.S1","HNT3"
"1771201_at","Schizosaccharomyces pombe","SPBC106.03","SPBC106.03.S1","---"
"1771202_at","Saccharomyces cerevisiae","YKL034W","YKL034W.S1","TUL1"
"1771203_at","Schizosaccharomyces pombe","SPBP22H7.02c","SPBP22H7.02c.S1","---"
"1771204_at","Saccharomyces cerevisiae","YHR050W-A","YHR050W-A.S1","---"
"1771205_at","Schizosaccharomyces pombe","SPBC12C2.10c","SPBC12C2.10c.S1","---"
"1771206_at","Saccharomyces cerevisiae","YKL165C","YKL165C.S1","MCD4"
"1771207_at","Schizosaccharomyces pombe","SPAC23H3.05c","SPAC23H3.05c.S1","---"
"1771208_at","Schizosaccharomyces pombe","SPBC25D12.02c","SPBC25D12.02c.S1","---"
"1771209_at","Saccharomyces cerevisiae","YKL122C","YKL122C.S1","SRP21"
"1771210_at","Schizosaccharomyces pombe","SPAC869.06c","SPAC869.06c.S1","---"
"1771211_at","Saccharomyces cerevisiae","YLR037C","YLR037C.S1","DAN2"
"1771212_at","Saccharomyces cerevisiae","YLR306W","YLR306W.S1","UBC12"
"1771213_at","Schizosaccharomyces pombe","SPBC725.12","SPBC725.12.S1","---"
"1771214_at","Saccharomyces cerevisiae","YOR347C","YOR347C.S1","PYK2"
"1771215_at","Saccharomyces cerevisiae","YOL064C","YOL064C.S1","MET22"
"1771216_at","Schizosaccharomyces pombe","SPAC22F3.11c","SPAC22F3.11c.S1","---"
"1771217_at","Saccharomyces cerevisiae","YDR452W","YDR452W.S1","PPN1"
"1771218_at","Saccharomyces cerevisiae","YDR349C","YDR349C.S1","YPS7"
"1771219_at","Saccharomyces cerevisiae","YFR019W","YFR019W.S1","FAB1"
"1771220_at","Saccharomyces cerevisiae","YKL033W","YKL033W.S1","---"
"1771221_at","Schizosaccharomyces pombe","SPCC569.02c","SPCC569.02c.S1","---"
"1771222_at","Saccharomyces cerevisiae","YGL096W","YGL096W.S1","TOS8"
"1771223_at","Schizosaccharomyces pombe","SPAC23C4.10","SPAC23C4.10.S1","---"
"1771224_at","Schizosaccharomyces pombe","SPAPB2B4.07","SPAPB2B4.07.S1","---"
"1771225_at","Schizosaccharomyces pombe","SPCC794.11c","SPCC794.11c.S1","---"
"1771226_at","Schizosaccharomyces pombe","SPCC1393.02c","SPCC1393.02c.S1","---"
"1771227_at","Saccharomyces cerevisiae","YCL011C","YCL011C.S1","GBP2"
"1771228_at","Schizosaccharomyces pombe","SPAC23C11.06c","SPAC23C11.06c.S1","---"
"1771229_at","Schizosaccharomyces pombe","SPAC644.07","SPAC644.07.S1","---"
"1771230_at","Saccharomyces cerevisiae","YDR288W","YDR288W.S1","NSE3"
"1771231_at","Saccharomyces cerevisiae","YPL180W","YPL180W.S1","TCO89"
"1771232_at","Schizosaccharomyces pombe","SPBC26H8.03","SPBC26H8.03.S1","---"
"1771233_at","Saccharomyces cerevisiae","YDL104C","YDL104C.S1","QRI7"
"1771234_at","Saccharomyces cerevisiae","YGR218W","YGR218W.S1","CRM1"
"1771235_at","Schizosaccharomyces pombe","SPAC13G7.01c","SPAC13G7.01c.S1","---"
"1771236_at","Saccharomyces cerevisiae","YGR036C","YGR036C.S1","CAX4"
"1771237_at","Schizosaccharomyces pombe","SPCC297.05","SPCC297.05.S1","---"
"1771238_at","Schizosaccharomyces pombe","SPBC16G5.04","SPBC16G5.04.S1","---"
"1771239_at","Schizosaccharomyces pombe","SPBC3B8.07c","SPBC3B8.07c.S1","---"
"1771240_at","Saccharomyces cerevisiae","YDR109C","YDR109C.S1","---"
"1771241_at","Schizosaccharomyces pombe","SPAC3A11.07","SPAC3A11.07.S1","---"
"1771242_at","Schizosaccharomyces pombe","SPAC2H10.01","SPAC2H10.01.S1","---"
"1771243_at","Schizosaccharomyces pombe","SPAC17H9.17c","SPAC17H9.17c.S1","---"
"1771244_at","Schizosaccharomyces pombe","SPAC15A10.12c","SPAC15A10.12c.S1","---"
"1771245_at","Schizosaccharomyces pombe","SPBC12D12.08c","SPBC12D12.08c.S1","---"
"1771246_at","Saccharomyces cerevisiae","YBR252W","YBR252W.S1","DUT1"
"1771247_at","Schizosaccharomyces pombe","SPCC126.01c","SPCC126.01c.S1","---"
"1771248_at","Schizosaccharomyces pombe","SPBC725.13c","SPBC725.13c.S1","---"
"1771249_at","Saccharomyces cerevisiae","YDL008W","YDL008W.S1","APC11"
"1771251_at","Schizosaccharomyces pombe","SPAC22H10.04","SPAC22H10.04.S1","---"
"1771252_at","Saccharomyces cerevisiae","YDL139C","YDL139C.S1","SCM3"
"1771253_at","Saccharomyces cerevisiae","YOR022C","YOR022C.S1","---"
"1771254_at","Schizosaccharomyces pombe","SPBC1921.01c","SPBC1921.01c.S1","---"
"1771255_at","Schizosaccharomyces pombe","SPAPB24D3.03","SPAPB24D3.03.S1","---"
"1771256_at","Schizosaccharomyces pombe","SPAC8C9.08","SPAC8C9.08.S1","---"
"1771257_at","Schizosaccharomyces pombe","SPBC19F5.03","SPBC19F5.03.S1","---"
"1771258_at","Saccharomyces cerevisiae","YPL066W","YPL066W.S1","---"
"1771259_at","Schizosaccharomyces pombe","SPMIT.10","SPMIT.10.S1","---"
"1771260_at","Saccharomyces cerevisiae","YPR005C","YPR005C.S1","HAL1"
"1771261_at","Saccharomyces cerevisiae","YHR155W","YHR155W.S1","YSP1"
"1771262_at","Saccharomyces cerevisiae","YDL043C","YDL043C.S1","PRP11"
"1771263_at","Schizosaccharomyces pombe","SPBC1604.21c","SPBC1604.21c.S1","---"
"1771264_at","Schizosaccharomyces pombe","SPAC22A12.16","SPAC22A12.16.S1","---"
"1771265_at","Saccharomyces cerevisiae","YKR049C","YKR049C.S1","FMP46"
"1771266_at","Saccharomyces cerevisiae","YER036C","YER036C.S1","ARB1"
"1771267_at","Schizosaccharomyces pombe","SPCC188.06c","SPCC188.06c.S1","---"
"1771269_at","Saccharomyces cerevisiae","YLR103C","YLR103C.S1","CDC45"
"1771270_at","Schizosaccharomyces pombe","SPAC1527.01","SPAC1527.01.S1","---"
"1771271_at","Saccharomyces cerevisiae","YKR043C","YKR043C.S1","---"
"1771272_at","Saccharomyces cerevisiae","YPR182W","YPR182W.S1","SMX3"
"1771273_at","Schizosaccharomyces pombe","SPBC83.19c","SPBC83.19c.S1","---"
"1771274_at","Saccharomyces cerevisiae","YOR351C","YOR351C.S1","MEK1"
"1771275_at","Schizosaccharomyces pombe","SPBC17D11.03c","SPBC17D11.03c.S1","---"
"1771276_at","Saccharomyces cerevisiae","YPL057C","YPL057C.S1","SUR1"
"1771277_at","Schizosaccharomyces pombe","SPAC17C9.14","SPAC17C9.14.S1","---"
"1771278_at","Saccharomyces cerevisiae","YOR171C","YOR171C.S1","LCB4"
"1771279_at","Saccharomyces cerevisiae","YBR143C","YBR143C.S1","SUP45"
"1771280_at","Schizosaccharomyces pombe","SPAC1142.02c","SPAC1142.02c.S1","---"
"1771281_at","Schizosaccharomyces pombe","SPAC186.09","SPAC186.09.S1","---"
"1771282_at","Saccharomyces cerevisiae","YDR002W","YDR002W.S1","YRB1"
"1771283_at","Schizosaccharomyces pombe","SPCC1450.06c","SPCC1450.06c.S1","---"
"1771284_at","Schizosaccharomyces pombe","SPBC776.08c","SPBC776.08c.S1","---"
"1771285_at","Schizosaccharomyces pombe","SPBC20F10.03","SPBC20F10.03.S1","---"
"1771286_at","Saccharomyces cerevisiae","YDR541C","YDR541C.S1","---"
"1771287_at","Saccharomyces cerevisiae","YGL012W","YGL012W.S1","ERG4"
"1771288_at","Saccharomyces cerevisiae","YGR053C","YGR053C.S1","---"
"1771289_at","Saccharomyces cerevisiae","YDR531W","YDR531W.S1","---"
"1771290_at","Schizosaccharomyces pombe","SPCC4G3.15c","SPCC4G3.15c.S1","---"
"1771291_at","Saccharomyces cerevisiae","YAL037C-A","YAL037C-A.S1","---"
"1771292_at","Saccharomyces cerevisiae","YDR224C","YDR224C.S1","HTB1"
"1771293_at","Saccharomyces cerevisiae","YER168C","YER168C.S1","CCA1"
"1771294_at","Schizosaccharomyces pombe","SPAC23H4.14","SPAC23H4.14.S1","---"
"1771295_at","Schizosaccharomyces pombe","SPCC622.17","SPCC622.17.S1","---"
"1771296_at","Saccharomyces cerevisiae","YLR091W","YLR091W.S1","---"
"1771297_at","Schizosaccharomyces pombe","SPAC11H11.04","SPAC11H11.04.S1","---"
"1771298_at","Schizosaccharomyces pombe","SPBC6B1.04","SPBC6B1.04.S1","---"
"1771299_at","Saccharomyces cerevisiae","YDR347W","YDR347W.S1","MRP1"
"1771300_at","Schizosaccharomyces pombe","SPAC513.03","SPAC513.03.S1","---"
"1771301_at","Schizosaccharomyces pombe","SPAC31G5.21","SPAC31G5.21.S1","---"
"1771302_at","Saccharomyces cerevisiae","YOR246C","YOR246C.S1","---"
"1771303_at","Schizosaccharomyces pombe","SPAC823.12","SPAC823.12.S1","---"
"1771304_at","Saccharomyces cerevisiae","YLR222C","YLR222C.S1","UTP13"
"1771305_at","Saccharomyces cerevisiae","YGR282C","YGR282C.S1","BGL2"
"1771306_at","Schizosaccharomyces pombe","SPBC9B6.10","SPBC9B6.10.S1","---"
"1771307_at","Schizosaccharomyces pombe","SPAC977.12","SPAC977.12.S1","---"
"1771308_at","Schizosaccharomyces pombe","SPBC3D6.01","SPBC3D6.01.S1","---"
"1771309_at","Schizosaccharomyces pombe","SPAC212.07c","SPAC212.07c.S1","---"
"1771310_at","Saccharomyces cerevisiae","YMR241W","YMR241W.S1","YHM2"
"1771311_at","Schizosaccharomyces pombe","SPCC663.03","SPCC663.03.S1","---"
"1771312_at","Saccharomyces cerevisiae","YLR131C","YLR131C.S1","ACE2"
"1771313_at","Saccharomyces cerevisiae","YML075C","YML075C.S1","HMG1"
"1771314_at","Schizosaccharomyces pombe","SPAC6F6.03c","SPAC6F6.03c.S1","---"
"1771315_at","Saccharomyces cerevisiae","YPL096C-A","YPL096C-A.S1","ERI1"
"1771316_at","Schizosaccharomyces pombe","SPBC20F10.05","SPBC20F10.05.S1","---"
"1771317_at","Saccharomyces cerevisiae","YMR071C","YMR071C.S1","TVP18"
"1771318_at","Schizosaccharomyces pombe","SPBC30D10.17c","SPBC30D10.17c.S1","---"
"1771319_at","Saccharomyces cerevisiae","YPR093C","YPR093C.S1","ASR1"
"1771320_at","Saccharomyces cerevisiae","YER006W","YER006W.S1","NUG1"
"1771321_at","Saccharomyces cerevisiae","YCR052W","YCR052W.S1","RSC6"
"1771322_at","Schizosaccharomyces pombe","SPCC1450.04","SPCC1450.04.S1","---"
"1771323_at","Saccharomyces cerevisiae","YFL020C","YFL020C.S1","PAU5"
"1771324_at","Saccharomyces cerevisiae","YCL059C","YCL059C.S1","KRR1"
"1771325_at","Schizosaccharomyces pombe","SPAC1705.02","SPAC1705.02.S1","---"
"1771326_at","Saccharomyces cerevisiae","YOR190W","YOR190W.S1","SPR1"
"1771327_at","Schizosaccharomyces pombe","SPBC106.20","SPBC106.20.S1","---"
"1771328_at","Saccharomyces cerevisiae","YHR200W","YHR200W.S1","RPN10"
"1771329_at","Saccharomyces cerevisiae","YOR257W","YOR257W.S1","CDC31"
"1771330_at","Saccharomyces cerevisiae","YDR235W","YDR235W.S1","PRP42"
"1771331_at","Saccharomyces cerevisiae","YGL238W","YGL238W.S1","CSE1"
"1771332_at","Schizosaccharomyces pombe","SPCC569.03","SPCC569.03.S1","---"
"1771333_at","Schizosaccharomyces pombe","SPBC83.02c","SPBC83.02c.S1","---"
"1771334_at","Saccharomyces cerevisiae","YGR166W","YGR166W.S1","KRE11"
"1771335_at","Schizosaccharomyces pombe","SPAC1071.08","SPAC1071.08.S1","---"
"1771336_at","Schizosaccharomyces pombe","SPAC1002.01","SPAC1002.01.S1","---"
"1771337_at","Saccharomyces cerevisiae","YDL046W","YDL046W.S1","NPC2"
"1771338_at","Schizosaccharomyces pombe","SPBC8D2.17","SPBC8D2.17.S1","---"
"1771339_at","Schizosaccharomyces pombe","SPBP16F5.03c","SPBP16F5.03c.S1","---"
"1771340_at","Saccharomyces cerevisiae","YLR267W","YLR267W.S1","---"
"1771341_at","Saccharomyces cerevisiae","YOL154W","YOL154W.S1","ZPS1"
"1771342_at","Schizosaccharomyces pombe","SPAC607.06c","SPAC607.06c.S1","---"
"1771343_at","Schizosaccharomyces pombe","SPAC17G6.04c","SPAC17G6.04c.S1","---"
"1771344_at","Saccharomyces cerevisiae","YDR534C","YDR534C.S1","FIT1"
"1771345_at","Schizosaccharomyces pombe","SPCC645.08c","SPCC645.08c.S1","---"
"1771346_at","Saccharomyces cerevisiae","YDR354W","YDR354W.S1","TRP4"
"1771347_at","Schizosaccharomyces pombe","SPCC1223.06","SPCC1223.06.S1","---"
"1771348_at","Saccharomyces cerevisiae","YLR040C","YLR040C.S1","---"
"1771349_at","Saccharomyces cerevisiae","YMR037C","YMR037C.S1","MSN2"
"1771350_at","Schizosaccharomyces pombe","SPCPJ732.01","SPCPJ732.01.S1","---"
"1771351_at","Schizosaccharomyces pombe","SPCC1235.02","SPCC1235.02.S1","---"
"1771352_at","Schizosaccharomyces pombe","SPAC2F7.08c","SPAC2F7.08c.S1","---"
"1771353_at","Saccharomyces cerevisiae","YBR121C","YBR121C.S1","GRS1"
"1771354_at","Schizosaccharomyces pombe","SPAC4A8.08c","SPAC4A8.08c.S1","---"
"1771355_at","Saccharomyces cerevisiae","YLR457C","YLR457C.S1","NBP1"
"1771356_at","Schizosaccharomyces pombe","SPAC12B10.13","SPAC12B10.13.S1","---"
"1771357_at","Schizosaccharomyces pombe","SPAC16E8.13","SPAC16E8.13.S1","---"
"1771358_at","Saccharomyces cerevisiae","YHR178W","YHR178W.S1","STB5"
"1771359_at","Saccharomyces cerevisiae","YHR085W","YHR085W.S1","IPI1"
"1771360_at","Schizosaccharomyces pombe","SPBP8B7.28c","SPBP8B7.28c.S1","---"
"1771362_at","Schizosaccharomyces pombe","SPAC29A4.07","SPAC29A4.07.S1","---"
"1771363_at","Saccharomyces cerevisiae","YGR213C","YGR213C.S1","RTA1"
"1771364_at","Saccharomyces cerevisiae","YHR140W","YHR140W.S1","---"
"1771365_at","Schizosaccharomyces pombe","SPAC8F11.08c","SPAC8F11.08c.S1","---"
"1771366_at","Schizosaccharomyces pombe","SPCP31B10.05","SPCP31B10.05.S1","---"
"1771367_at","Saccharomyces cerevisiae","YHR062C","YHR062C.S1","RPP1"
"1771369_at","Schizosaccharomyces pombe","SPAC144.12","SPAC144.12.S1","---"
"1771370_at","Schizosaccharomyces pombe","SPAC1F5.04c","SPAC1F5.04c.S1","---"
"1771371_at","Schizosaccharomyces pombe","SPAC16C9.01c","SPAC16C9.01c.S1","---"
"1771372_at","Saccharomyces cerevisiae","YOL142W","YOL142W.S1","RRP40"
"1771373_at","Saccharomyces cerevisiae","YHR139C","YHR139C.S1","SPS100"
"1771374_at","Schizosaccharomyces pombe","SPBC582.05c","SPBC582.05c.S1","---"
"1771375_at","Saccharomyces cerevisiae","YBL049W","YBL049W.S1","MOH1"
"1771376_at","Saccharomyces cerevisiae","YLR231C","YLR231C.S1","BNA5"
"1771377_at","Schizosaccharomyces pombe","SPBP26C9.02c","SPBP26C9.02c.S1","---"
"1771378_at","Saccharomyces cerevisiae","YOR047C","YOR047C.S1","STD1"
"1771379_at","Schizosaccharomyces pombe","SPAC1F8.07c","SPAC1F8.07c.S1","---"
"1771380_at","Schizosaccharomyces pombe","SPCC18.17c","SPCC18.17c.S1","---"
"1771381_at","Schizosaccharomyces pombe","SPAC15A10.04c","SPAC15A10.04c.S1","---"
"1771382_at","Saccharomyces cerevisiae","YDR370C","YDR370C.S1","---"
"1771383_at","Saccharomyces cerevisiae","YPR107C","YPR107C.S1","YTH1"
"1771384_at","Schizosaccharomyces pombe","SPAC26F1.08c","SPAC26F1.08c.S1","---"
"1771386_at","Schizosaccharomyces pombe","SPAC15A10.15","SPAC15A10.15.S1","---"
"1771387_at","Saccharomyces cerevisiae","YKR003W","YKR003W.S1","OSH6"
"1771388_at","Saccharomyces cerevisiae","YLR437C","YLR437C.S1","---"
"1771389_at","Saccharomyces cerevisiae","YOR353C","YOR353C.S1","SOG2"
"1771390_at","Saccharomyces cerevisiae","YLR274W","YLR274W.S1","MCM5"
"1771391_at","Saccharomyces cerevisiae","YDR490C","YDR490C.S1","PKH1"
"1771392_at","Saccharomyces cerevisiae","YLR214W","YLR214W.S1","FRE1"
"1771393_at","Saccharomyces cerevisiae","YFR039C","YFR039C.S1","---"
"1771394_at","Schizosaccharomyces pombe","SPAC3F10.05c","SPAC3F10.05c.S1","---"
"1771395_at","Saccharomyces cerevisiae","YBR151W","YBR151W.S1","APD1"
"1771396_at","Saccharomyces cerevisiae","YOL077C","YOL077C.S1","BRX1"
"1771397_at","Saccharomyces cerevisiae","YDR458C","YDR458C.S1","HEH2"
"1771398_at","Schizosaccharomyces pombe","SPCC584.02","SPCC584.02.S1","---"
"1771399_at","Saccharomyces cerevisiae","YPL019C","YPL019C.S1","VTC3"
"1771400_at","Schizosaccharomyces pombe","SPBP8B7.02","SPBP8B7.02.S1","---"
"1771401_at","Saccharomyces cerevisiae","YPR140W","YPR140W.S1","TAZ1"
"1771402_at","Saccharomyces cerevisiae","YDR502C","YDR502C.S1","SAM2"
"1771403_at","Saccharomyces cerevisiae","YKR104W","YKR104W.S1","---"
"1771404_at","Saccharomyces cerevisiae","YDL025C","YDL025C.S1","---"
"1771405_at","Saccharomyces cerevisiae","YHR063C","YHR063C.S1","PAN5"
"1771406_at","Schizosaccharomyces pombe","SPAC8E11.04c","SPAC8E11.04c.S1","---"
"1771408_at","Saccharomyces cerevisiae","YLL015W","YLL015W.S1","BPT1"
"1771409_at","Schizosaccharomyces pombe","SPAC23H3.07c","SPAC23H3.07c.S1","---"
"1771410_at","Saccharomyces cerevisiae","YKR098C","YKR098C.S1","UBP11"
"1771411_at","Schizosaccharomyces pombe","SPBC16E9.08","SPBC16E9.08.S1","---"
"1771412_at","Schizosaccharomyces pombe","SPAC1071.04c","SPAC1071.04c.S1","---"
"1771413_at","Saccharomyces cerevisiae","YOL155W-A","YOL155W-A.S1","---"
"1771414_at","Schizosaccharomyces pombe","SPAC3F10.08c","SPAC3F10.08c.S1","---"
"1771415_at","Saccharomyces cerevisiae","YDR061W","YDR061W.S1","---"
"1771416_at","Saccharomyces cerevisiae","YOR389W","YOR389W.S1","---"
"1771417_at","Saccharomyces cerevisiae","YER136W","YER136W.S1","GDI1"
"1771418_at","Schizosaccharomyces pombe","SPCC1259.13","SPCC1259.13.S1","---"
"1771419_at","Saccharomyces cerevisiae","YPL026C","YPL026C.S1","SKS1"
"1771420_at","Schizosaccharomyces pombe","SPBP4H10.04","SPBP4H10.04.S1","---"
"1771421_at","Schizosaccharomyces pombe","SPAC4G9.10","SPAC4G9.10.S1","---"
"1771422_at","Saccharomyces cerevisiae","YDL047W","YDL047W.S1","SIT4"
"1771423_at","Schizosaccharomyces pombe","SPCC777.06c","SPCC777.06c.S1","---"
"1771424_at","Schizosaccharomyces pombe","SPBC26H8.10","SPBC26H8.10.S1","---"
"1771425_at","Schizosaccharomyces pombe","SPBC2D10.19c","SPBC2D10.19c.S1","---"
"1771426_at","Saccharomyces cerevisiae","YNL049C","YNL049C.S1","SFB2"
"1771427_at","Schizosaccharomyces pombe","SPAC17A5.16","SPAC17A5.16.S1","---"
"1771428_at","Schizosaccharomyces pombe","SPBC17A3.03c","SPBC17A3.03c.S1","---"
"1771429_at","Saccharomyces cerevisiae","YLR208W","YLR208W.S1","SEC13"
"1771430_at","Schizosaccharomyces pombe","SPAC1952.05","SPAC1952.05.S1","---"
"1771431_at","Schizosaccharomyces pombe","SPAC6F12.06","SPAC6F12.06.S1","---"
"1771432_at","Saccharomyces cerevisiae","YGR149W","YGR149W.S1","---"
"1771433_at","Saccharomyces cerevisiae","YPL151C","YPL151C.S1","PRP46"
"1771434_at","Schizosaccharomyces pombe","SPBC1D7.01","SPBC1D7.01.S1","---"
"1771435_at","Saccharomyces cerevisiae","YDR043C","YDR043C.S1","NRG1"
"1771436_at","Schizosaccharomyces pombe","SPAC227.09","SPAC227.09.S1","---"
"1771437_at","Schizosaccharomyces pombe","SPAC1002.05c","SPAC1002.05c.S1","---"
"1771438_at","Saccharomyces cerevisiae","YOR217W","YOR217W.S1","RFC1"
"1771439_at","Schizosaccharomyces pombe","SPAC17A2.08c","SPAC17A2.08c.S1","---"
"1771440_at","Saccharomyces cerevisiae","YGL171W","YGL171W.S1","ROK1"
"1771441_at","Schizosaccharomyces pombe","SPAC890.07c","SPAC890.07c.S1","---"
"1771442_at","Saccharomyces cerevisiae","YLR376C","YLR376C.S1","PSY3"
"1771443_at","Saccharomyces cerevisiae","YML099C","YML099C.S1","ARG81"
"1771444_at","Saccharomyces cerevisiae","YBR079C","YBR079C.S1","RPG1"
"1771445_at","Schizosaccharomyces pombe","SPAC26A3.17c","SPAC26A3.17c.S1","---"
"1771446_at","Saccharomyces cerevisiae","YDL076C","YDL076C.S1","RXT3"
"1771447_at","Saccharomyces cerevisiae","YML105C","YML105C.S1","SEC65"
"1771448_at","Schizosaccharomyces pombe","SPBP4H10.17c","SPBP4H10.17c.S1","---"
"1771449_at","Saccharomyces cerevisiae","YPR135W","YPR135W.S1","CTF4"
"1771450_at","Saccharomyces cerevisiae","YDL089W","YDL089W.S1","---"
"1771451_at","Saccharomyces cerevisiae","YOR080W","YOR080W.S1","DIA2"
"1771452_at","Schizosaccharomyces pombe","SPCC1020.09","SPCC1020.09.S1","---"
"1771454_at","Schizosaccharomyces pombe","SPAC22A12.15c","SPAC22A12.15c.S1","---"
"1771455_at","Schizosaccharomyces pombe","SPBC26H8.09c","SPBC26H8.09c.S1","---"
"1771456_at","Schizosaccharomyces pombe","SPAC3A11.03","SPAC3A11.03.S1","---"
"1771457_at","Schizosaccharomyces pombe","SPBC530.03c","SPBC530.03c.S1","---"
"1771458_at","Saccharomyces cerevisiae","YGR208W","YGR208W.S1","SER2"
"1771459_at","Saccharomyces cerevisiae","YBR131W","YBR131W.S1","CCZ1"
"1771460_at","Saccharomyces cerevisiae","YOR049C","YOR049C.S1","RSB1"
"1771461_at","Saccharomyces cerevisiae","YLL006W","YLL006W.S1","MMM1"
"1771462_at","Saccharomyces cerevisiae","YLR234W","YLR234W.S1","TOP3"
"1771463_at","Saccharomyces cerevisiae","YPR010C","YPR010C.S1","RPA135"
"1771464_at","Saccharomyces cerevisiae","YAL035W","YAL035W.S1","FUN12"
"1771465_at","Schizosaccharomyces pombe","SPCC622.18","SPCC622.18.S1","---"
"1771466_at","Schizosaccharomyces pombe","SPCC970.09","SPCC970.09.S1","---"
"1771467_at","Schizosaccharomyces pombe","SPCC584.12","SPCC584.12.S1","---"
"1771468_at","Saccharomyces cerevisiae","YMR123W","YMR123W.S1","PKR1"
"1771469_at","Saccharomyces cerevisiae","YDR292C","YDR292C.S1","SRP101"
"1771470_at","Saccharomyces cerevisiae","YMR010W","YMR010W.S1","---"
"1771471_at","Schizosaccharomyces pombe","SPCC965.03","SPCC965.03.S1","---"
"1771472_at","Saccharomyces cerevisiae","YKL019W","YKL019W.S1","RAM2"
"1771473_at","Saccharomyces cerevisiae","YOR238W","YOR238W.S1","---"
"1771474_at","Schizosaccharomyces pombe","SPAC29B12.07","SPAC29B12.07.S1","---"
"1771475_at","Saccharomyces cerevisiae","YDR390C","YDR390C.S1","UBA2"
"1771476_at","Schizosaccharomyces pombe","SPAC4F10.05c","SPAC4F10.05c.S1","---"
"1771477_at","Schizosaccharomyces pombe","SPAC1610.04","SPAC1610.04.S1","---"
"1771478_at","Schizosaccharomyces pombe","SPBC1E8.05","SPBC1E8.05.S1","---"
"1771479_at","Saccharomyces cerevisiae","YNL259C","YNL259C.S1","ATX1"
"1771480_at","Schizosaccharomyces pombe","SPAC11G7.06c","SPAC11G7.06c.S1","---"
"1771481_at","Schizosaccharomyces pombe","SPBC1703.12","SPBC1703.12.S1","---"
"1771482_at","Schizosaccharomyces pombe","SPBC17G9.12c","SPBC17G9.12c.S1","---"
"1771483_at","Schizosaccharomyces pombe","SPBC1734.04","SPBC1734.04.S1","---"
"1771484_at","Schizosaccharomyces pombe","SPBC2G5.07c","SPBC2G5.07c.S1","---"
"1771485_at","Schizosaccharomyces pombe","SPAPB1A11.04c","SPAPB1A11.04c.S1","---"
"1771486_at","Schizosaccharomyces pombe","SPAC1006.02","SPAC1006.02.S1","---"
"1771487_at","Schizosaccharomyces pombe","SPCP1E11.04c","SPCP1E11.04c.S1","---"
"1771488_at","Schizosaccharomyces pombe","SPCC1450.03","SPCC1450.03.S1","---"
"1771489_at","Saccharomyces cerevisiae","YOL132W","YOL132W.S1","GAS4"
"1771490_at","Saccharomyces cerevisiae","YER126C","YER126C.S1","NSA2"
"1771491_at","Schizosaccharomyces pombe","SPAC458.02c","SPAC458.02c.S1","---"
"1771492_at","Saccharomyces cerevisiae","YGL189C","YGL189C.S1","RPS26A"
"1771493_at","Saccharomyces cerevisiae","YIL115C","YIL115C.S1","NUP159"
"1771494_at","Schizosaccharomyces pombe","SPAC6F12.03c","SPAC6F12.03c.S1","---"
"1771495_at","Saccharomyces cerevisiae","YDR528W","YDR528W.S1","HLR1"
"1771496_at","Schizosaccharomyces pombe","SPAC26F1.06","SPAC26F1.06.S1","---"
"1771497_at","Saccharomyces cerevisiae","YIL069C","YIL069C.S1","RPS24B"
"1771498_at","Saccharomyces cerevisiae","YGL156W","YGL156W.S1","AMS1"
"1771499_at","Saccharomyces cerevisiae","YNL111C","YNL111C.S1","CYB5"
"1771500_at","Saccharomyces cerevisiae","YMR078C","YMR078C.S1","CTF18"
"1771501_at","Saccharomyces cerevisiae","YPR017C","YPR017C.S1","DSS4"
"1771502_at","Saccharomyces cerevisiae","YPR043W","YPR043W.S1","RPL43A"
"1771503_at","Saccharomyces cerevisiae","YAR035C-A","YAR035C-A.S1","---"
"1771504_at","Schizosaccharomyces pombe","SPAC24C9.06c","SPAC24C9.06c.S1","---"
"1771505_at","Saccharomyces cerevisiae","YCR090C","YCR090C.S1","---"
"1771506_at","Schizosaccharomyces pombe","SPAC4H3.06","SPAC4H3.06.S1","---"
"1771507_at","Saccharomyces cerevisiae","YNL152W","YNL152W.S1","---"
"1771508_at","Saccharomyces cerevisiae","YGL168W","YGL168W.S1","HUR1"
