"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1778211_at","Schizosaccharomyces pombe","SPBC31F10.12","SPBC31F10.12.S1","---"
"1778213_at","Schizosaccharomyces pombe","SPAC25G10.07c","SPAC25G10.07c.S1","---"
"1778214_at","Schizosaccharomyces pombe","SPAC1F12.04c","SPAC1F12.04c.S1","---"
"1778215_at","Saccharomyces cerevisiae","YER056C","YER056C.S1","FCY2"
"1778216_at","Saccharomyces cerevisiae","YDL058W","YDL058W.S1","USO1"
"1778217_at","Schizosaccharomyces pombe","SPAC22E12.02","SPAC22E12.02.S1","---"
"1778218_at","Saccharomyces cerevisiae","YLR327C","YLR327C.S1","TMA10"
"1778219_at","Saccharomyces cerevisiae","YOR224C","YOR224C.S1","RPB8"
"1778220_at","Saccharomyces cerevisiae","YPL229W","YPL229W.S1","---"
"1778221_at","Schizosaccharomyces pombe","SPCC736.07c","SPCC736.07c.S1","---"
"1778222_at","Saccharomyces cerevisiae","YML085C","YML085C.S1","TUB1"
"1778223_at","Saccharomyces cerevisiae","YAR035W","YAR035W.S1","YAT1"
"1778224_at","Schizosaccharomyces pombe","SPBC646.11","SPBC646.11.S1","---"
"1778225_at","Schizosaccharomyces pombe","SPBC2A9.13","SPBC2A9.13.S1","---"
"1778226_at","Saccharomyces cerevisiae","YKR020W","YKR020W.S1","VPS51"
"1778227_at","Saccharomyces cerevisiae","YDL079C","YDL079C.S1","MRK1"
"1778228_at","Saccharomyces cerevisiae","YCR043C","YCR043C.S1","---"
"1778229_at","Saccharomyces cerevisiae","YOR293C-A","YOR293C-A.S1","---"
"1778230_at","Schizosaccharomyces pombe","SPAC343.03","SPAC343.03.S1","---"
"1778231_at","Schizosaccharomyces pombe","SPCC576.08c","SPCC576.08c.S1","---"
"1778232_at","Saccharomyces cerevisiae","YLR096W","YLR096W.S1","KIN2"
"1778233_at","Saccharomyces cerevisiae","YLL061W","YLL061W.S1","MMP1"
"1778234_at","Schizosaccharomyces pombe","SPCC285.05","SPCC285.05.S1","---"
"1778235_at","Saccharomyces cerevisiae","YEL015W","YEL015W.S1","EDC3"
"1778236_at","Schizosaccharomyces pombe","SPAC4F8.12c","SPAC4F8.12c.S1","---"
"1778237_at","Saccharomyces cerevisiae","YOR298W","YOR298W.S1","MUM3"
"1778238_at","Saccharomyces cerevisiae","YOR064C","YOR064C.S1","YNG1"
"1778239_at","Schizosaccharomyces pombe","SPBPB10D8.02c","SPBPB10D8.02c.S1","---"
"1778240_at","Saccharomyces cerevisiae","YMR177W","YMR177W.S1","MMT1"
"1778241_at","Schizosaccharomyces pombe","SPCC553.06","SPCC553.06.S1","---"
"1778242_at","Schizosaccharomyces pombe","SPBP35G2.11c","SPBP35G2.11c.S1","---"
"1778243_at","Saccharomyces cerevisiae","YLR414C","YLR414C.S1","---"
"1778244_at","Schizosaccharomyces pombe","SPAC6G9.09c","SPAC6G9.09c.S1","---"
"1778245_at","Saccharomyces cerevisiae","YOR274W","YOR274W.S1","MOD5"
"1778246_at","Saccharomyces cerevisiae","YER175C","YER175C.S1","TMT1"
"1778247_at","Schizosaccharomyces pombe","SPBC685.07c","SPBC685.07c.S1","---"
"1778248_at","Saccharomyces cerevisiae","YIL147C","YIL147C.S1","SLN1"
"1778249_at","Saccharomyces cerevisiae","YDR492W","YDR492W.S1","IZH1"
"1778250_at","Schizosaccharomyces pombe","SPAC1B3.15c","SPAC1B3.15c.S1","---"
"1778251_at","Schizosaccharomyces pombe","SPMIT.06","SPMIT.06.S1","---"
"1778252_at","Saccharomyces cerevisiae","YGL234W","YGL234W.S1","ADE5,7"
"1778253_at","Schizosaccharomyces pombe","SPBC19G7.14c","SPBC19G7.14c.S1","---"
"1778254_at","Saccharomyces cerevisiae","YEL057C","YEL057C.S1","---"
"1778255_at","Schizosaccharomyces pombe","SPAC15E1.06","SPAC15E1.06.S1","---"
"1778256_at","Schizosaccharomyces pombe","SPAC25H1.03","SPAC25H1.03.S1","---"
"1778258_at","Schizosaccharomyces pombe","SPAC13C5.04","SPAC13C5.04.S1","---"
"1778259_at","Saccharomyces cerevisiae","YDR143C","YDR143C.S1","SAN1"
"1778260_at","Saccharomyces cerevisiae","YGR192C","YGR192C.S1","TDH3"
"1778261_at","Saccharomyces cerevisiae","YNL099C","YNL099C.S1","OCA1"
"1778262_at","Saccharomyces cerevisiae","YMR059W","YMR059W.S1","SEN15"
"1778263_at","Saccharomyces cerevisiae","YIL087C","YIL087C.S1","---"
"1778264_at","Schizosaccharomyces pombe","SPBC16A3.19","SPBC16A3.19.S1","---"
"1778265_at","Saccharomyces cerevisiae","YNR060W","YNR060W.S1","FRE4"
"1778266_at","Schizosaccharomyces pombe","SPCC550.01c","SPCC550.01c.S1","---"
"1778267_at","Saccharomyces cerevisiae","YOR180C","YOR180C.S1","DCI1"
"1778268_at","Saccharomyces cerevisiae","YML074C","YML074C.S1","FPR3"
"1778269_at","Schizosaccharomyces pombe","SPBC9B6.11c","SPBC9B6.11c.S1","---"
"1778270_at","Saccharomyces cerevisiae","YDL227C","YDL227C.S1","HO"
"1778271_at","Saccharomyces cerevisiae","YPR065W","YPR065W.S1","ROX1"
"1778272_at","Saccharomyces cerevisiae","YGR121W-A","YGR121W-A.S1","---"
"1778273_at","Schizosaccharomyces pombe","SPAC26A3.08","SPAC26A3.08.S1","---"
"1778274_at","Saccharomyces cerevisiae","YEL004W","YEL004W.S1","YEA4"
"1778275_at","Saccharomyces cerevisiae","YHR196W","YHR196W.S1","UTP9"
"1778276_at","Schizosaccharomyces pombe","SPAC18G6.03","SPAC18G6.03.S1","---"
"1778277_at","Saccharomyces cerevisiae","YLR452C","YLR452C.S1","SST2"
"1778278_at","Saccharomyces cerevisiae","YOL067C","YOL067C.S1","RTG1"
"1778279_at","Saccharomyces cerevisiae","YBR265W","YBR265W.S1","TSC10"
"1778280_at","Saccharomyces cerevisiae","YBR212W","YBR212W.S1","NGR1"
"1778281_at","Saccharomyces cerevisiae","YMR200W","YMR200W.S1","ROT1"
"1778282_at","Saccharomyces cerevisiae","YNL104C","YNL104C.S1","LEU4"
"1778283_at","Saccharomyces cerevisiae","YFL034W","YFL034W.S1","---"
"1778284_at","Schizosaccharomyces pombe","SPBC2F12.10","SPBC2F12.10.S1","---"
"1778285_at","Schizosaccharomyces pombe","SPBC1711.15c","SPBC1711.15c.S1","---"
"1778286_at","Saccharomyces cerevisiae","YLR466C-B","YLR466C-B.S1","---"
"1778287_at","Saccharomyces cerevisiae","YJR114W","YJR114W.S1","---"
"1778288_at","Saccharomyces cerevisiae","YPR131C","YPR131C.S1","NAT3"
"1778289_at","Schizosaccharomyces pombe","SPAC1B3.01c","SPAC1B3.01c.S1","---"
"1778290_at","Saccharomyces cerevisiae","YGR244C","YGR244C.S1","LSC2"
"1778291_at","Saccharomyces cerevisiae","YBR264C","YBR264C.S1","YPT10"
"1778292_at","Schizosaccharomyces pombe","SPAC2F3.12c","SPAC2F3.12c.S1","---"
"1778293_at","Saccharomyces cerevisiae","YKR075C","YKR075C.S1","---"
"1778294_at","Schizosaccharomyces pombe","SPCC5E4.04","SPCC5E4.04.S1","---"
"1778295_at","Saccharomyces cerevisiae","YAL055W","YAL055W.S1","PEX22"
"1778296_at","Saccharomyces cerevisiae","YOL007C","YOL007C.S1","CSI2"
"1778297_at","Schizosaccharomyces pombe","SPAC4F10.08","SPAC4F10.08.S1","---"
"1778298_at","Schizosaccharomyces pombe","SPBC1773.05c","SPBC1773.05c.S1","---"
"1778299_at","Saccharomyces cerevisiae","YPR173C","YPR173C.S1","VPS4"
"1778300_at","Saccharomyces cerevisiae","YCR019W","YCR019W.S1","MAK32"
"1778301_at","Schizosaccharomyces pombe","SPAC4A8.15c","SPAC4A8.15c.S1","---"
"1778302_at","Schizosaccharomyces pombe","SPCC126.11c","SPCC126.11c.S1","---"
"1778303_at","Saccharomyces cerevisiae","YFR032C-A","YFR032C-A.S1","RPL29"
"1778304_at","Saccharomyces cerevisiae","YDL091C","YDL091C.S1","UBX3"
"1778305_at","Saccharomyces cerevisiae","YDR301W","YDR301W.S1","CFT1"
"1778306_at","Saccharomyces cerevisiae","YKL054C","YKL054C.S1","DEF1"
"1778307_at","Schizosaccharomyces pombe","SPBC26H8.04c","SPBC26H8.04c.S1","---"
"1778308_at","Saccharomyces cerevisiae","YDL116W","YDL116W.S1","NUP84"
"1778309_at","Schizosaccharomyces pombe","SPAC1F7.01c","SPAC1F7.01c.S1","---"
"1778310_at","Schizosaccharomyces pombe","SPCC63.11","SPCC63.11.S1","---"
"1778311_at","Schizosaccharomyces pombe","SPAC1296.04","SPAC1296.04.S1","---"
"1778312_at","Saccharomyces cerevisiae","YKL043W","YKL043W.S1","PHD1"
"1778313_at","Schizosaccharomyces pombe","SPAPYUG7.05","SPAPYUG7.05.S1","---"
"1778314_at","Schizosaccharomyces pombe","SPCC1183.10","SPCC1183.10.S1","---"
"1778315_at","Saccharomyces cerevisiae","YDL166C","YDL166C.S1","FAP7"
"1778316_at","Saccharomyces cerevisiae","YOL049W","YOL049W.S1","GSH2"
"1778317_at","Saccharomyces cerevisiae","YGL256W","YGL256W.S1","ADH4"
"1778318_at","Schizosaccharomyces pombe","SPAC14C4.14","SPAC14C4.14.S1","---"
"1778319_at","Saccharomyces cerevisiae","YNL289W","YNL289W.S1","PCL1"
"1778320_at","Saccharomyces cerevisiae","YJL209W","YJL209W.S1","CBP1"
"1778321_at","Schizosaccharomyces pombe","SPBPB8B6.05c","SPBPB8B6.05c.S1","---"
"1778322_at","Saccharomyces cerevisiae","YGL097W","YGL097W.S1","SRM1"
"1778323_at","Saccharomyces cerevisiae","YPR137W","YPR137W.S1","RRP9"
"1778324_at","Schizosaccharomyces pombe","SPAC1834.04","SPAC1834.04.S1","---"
"1778325_at","Saccharomyces cerevisiae","YPL061W","YPL061W.S1","ALD6"
"1778326_at","Schizosaccharomyces pombe","SPCC24B10.16c","SPCC24B10.16c.S1","---"
"1778327_at","Saccharomyces cerevisiae","YIL008W","YIL008W.S1","URM1"
"1778328_at","Saccharomyces cerevisiae","YEL017C-A","YEL017C-A.S1","PMP2"
"1778329_at","Schizosaccharomyces pombe","SPAP7G5.03","SPAP7G5.03.S1","---"
"1778330_at","Saccharomyces cerevisiae","YJR051W","YJR051W.S1","OSM1"
"1778331_at","Saccharomyces cerevisiae","YDL211C","YDL211C.S1","---"
"1778332_at","Saccharomyces cerevisiae","YOR320C","YOR320C.S1","GNT1"
"1778333_at","Schizosaccharomyces pombe","SPAC29E6.06c","SPAC29E6.06c.S1","---"
"1778334_at","Saccharomyces cerevisiae","YIR021W-A","YIR021W-A.S1","---"
"1778335_at","Saccharomyces cerevisiae","YMR009W","YMR009W.S1","ADI1"
"1778336_at","Schizosaccharomyces pombe","SPACUNK4.16c","SPACUNK4.16c.S1","---"
"1778337_at","Schizosaccharomyces pombe","SPAC959.10","SPAC959.10.S1","---"
"1778338_at","Schizosaccharomyces pombe","SPCC1739.04c","SPCC1739.04c.S1","---"
"1778339_at","Schizosaccharomyces pombe","SPAC16C9.07","SPAC16C9.07.S1","---"
"1778340_at","Schizosaccharomyces pombe","SPBC29A3.13","SPBC29A3.13.S1","---"
"1778341_at","Schizosaccharomyces pombe","SPBP8B7.20c","SPBP8B7.20c.S1","---"
"1778342_at","Schizosaccharomyces pombe","SPBC36B7.08c","SPBC36B7.08c.S1","---"
"1778343_at","Schizosaccharomyces pombe","SPBC646.12c","SPBC646.12c.S1","---"
"1778344_at","Saccharomyces cerevisiae","YGL010W","YGL010W.S1","---"
"1778345_at","Saccharomyces cerevisiae","YMR163C","YMR163C.S1","INP2"
"1778346_at","Schizosaccharomyces pombe","SPAC1687.08","SPAC1687.08.S1","---"
"1778347_at","Saccharomyces cerevisiae","YNL110C","YNL110C.S1","NOP15"
"1778348_at","Saccharomyces cerevisiae","YLR021W","YLR021W.S1","IRC25"
"1778349_at","Schizosaccharomyces pombe","SPAC1527.03","SPAC1527.03.S1","---"
"1778350_at","Saccharomyces cerevisiae","YJR034W","YJR034W.S1","PET191"
"1778351_at","Saccharomyces cerevisiae","YGR047C","YGR047C.S1","TFC4"
"1778352_at","Saccharomyces cerevisiae","YML062C","YML062C.S1","MFT1"
"1778353_at","Schizosaccharomyces pombe","SPAC7D4.06c","SPAC7D4.06c.S1","---"
"1778354_at","Saccharomyces cerevisiae","YER071C","YER071C.S1","---"
"1778355_at","Saccharomyces cerevisiae","YCL055W","YCL055W.S1","KAR4"
"1778356_at","Schizosaccharomyces pombe","SPAC1786.01c","SPAC1786.01c.S1","---"
"1778357_at","Saccharomyces cerevisiae","YPL156C","YPL156C.S1","PRM4"
"1778358_at","Saccharomyces cerevisiae","YOR237W","YOR237W.S1","HES1"
"1778359_at","Saccharomyces cerevisiae","YLR180W","YLR180W.S1","SAM1"
"1778360_at","Saccharomyces cerevisiae","YNL021W","YNL021W.S1","HDA1"
"1778361_at","Schizosaccharomyces pombe","SPBC660.15","SPBC660.15.S1","---"
"1778362_at","Schizosaccharomyces pombe","SPBC16A3.04","SPBC16A3.04.S1","---"
"1778363_at","Saccharomyces cerevisiae","YLR032W","YLR032W.S1","RAD5"
"1778364_at","Saccharomyces cerevisiae","YOL141W","YOL141W.S1","PPM2"
"1778365_at","Schizosaccharomyces pombe","SPBC365.04c","SPBC365.04c.S1","---"
"1778366_at","Schizosaccharomyces pombe","SPAC26H5.04","SPAC26H5.04.S1","---"
"1778367_at","Saccharomyces cerevisiae","YDR377W","YDR377W.S1","ATP17"
"1778368_at","Saccharomyces cerevisiae","YDR451C","YDR451C.S1","YHP1"
"1778369_at","Schizosaccharomyces pombe","SPBC409.10","SPBC409.10.S1","---"
"1778370_at","Schizosaccharomyces pombe","SPCC1919.12c","SPCC1919.12c.S1","---"
"1778371_at","Saccharomyces cerevisiae","YFR024C-A","YFR024C-A.S1","LSB3"
"1778372_at","Schizosaccharomyces pombe","SPCC663.15c","SPCC663.15c.S1","---"
"1778373_at","Schizosaccharomyces pombe","SPAC16A10.06c","SPAC16A10.06c.S1","---"
"1778374_at","Saccharomyces cerevisiae","YBL086C","YBL086C.S1","---"
"1778375_at","Saccharomyces cerevisiae","YLR136C","YLR136C.S1","TIS11"
"1778376_at","Schizosaccharomyces pombe","SPCC613.11c","SPCC613.11c.S1","---"
"1778377_at","Schizosaccharomyces pombe","SPBC2G2.17c","SPBC2G2.17c.S1","---"
"1778378_at","Schizosaccharomyces pombe","SPBC530.07c","SPBC530.07c.S1","---"
"1778379_at","Schizosaccharomyces pombe","SPAC11D3.01c","SPAC11D3.01c.S1","---"
"1778380_at","Saccharomyces cerevisiae","YGR249W","YGR249W.S1","MGA1"
"1778381_at","Saccharomyces cerevisiae","YLR405W","YLR405W.S1","DUS4"
"1778382_at","Schizosaccharomyces pombe","SPBC25H2.02","SPBC25H2.02.S1","---"
"1778383_at","Saccharomyces cerevisiae","YKL196C","YKL196C.S1","YKT6"
"1778384_at","Saccharomyces cerevisiae","YIL002C","YIL002C.S1","INP51"
"1778385_at","Schizosaccharomyces pombe","SPAC4F8.10c","SPAC4F8.10c.S1","---"
"1778386_at","Schizosaccharomyces pombe","SPBC3B9.11c","SPBC3B9.11c.S1","---"
"1778387_at","Schizosaccharomyces pombe","SPCC645.10","SPCC645.10.S1","---"
"1778388_at","Schizosaccharomyces pombe","SPAC6F12.02","SPAC6F12.02.S1","---"
"1778389_at","Saccharomyces cerevisiae","YGR196C","YGR196C.S1","FYV8"
"1778390_at","Schizosaccharomyces pombe","SPAC25G10.04c","SPAC25G10.04c.S1","---"
"1778391_at","Saccharomyces cerevisiae","YGR224W","YGR224W.S1","AZR1"
"1778392_at","Saccharomyces cerevisiae","YBR153W","YBR153W.S1","RIB7"
"1778393_at","Schizosaccharomyces pombe","SPAC637.08","SPAC637.08.S1","---"
"1778394_at","Schizosaccharomyces pombe","SPBC14C8.11c","SPBC14C8.11c.S1","---"
"1778395_at","Saccharomyces cerevisiae","YNL054W","YNL054W.S1","VAC7"
"1778396_at","Schizosaccharomyces pombe","SPAC25B8.19c","SPAC25B8.19c.S1","---"
"1778397_at","Schizosaccharomyces pombe","SPBC1A4.06c","SPBC1A4.06c.S1","---"
"1778398_at","Saccharomyces cerevisiae","YNR040W","YNR040W.S1","---"
"1778399_at","Saccharomyces cerevisiae","YBL021C","YBL021C.S1","HAP3"
"1778400_at","Saccharomyces cerevisiae","YDR279W","YDR279W.S1","RNH202"
"1778401_at","Saccharomyces cerevisiae","YGL174W","YGL174W.S1","BUD13"
"1778402_at","Schizosaccharomyces pombe","SPAC22F8.03c","SPAC22F8.03c.S1","---"
"1778403_at","Saccharomyces cerevisiae","YNL091W","YNL091W.S1","NST1"
"1778404_at","Saccharomyces cerevisiae","YMR244W","YMR244W.S1","---"
"1778405_at","Saccharomyces cerevisiae","YNL258C","YNL258C.S1","DSL1"
"1778406_at","Saccharomyces cerevisiae","YBR059C","YBR059C.S1","AKL1"
"1778408_at","Saccharomyces cerevisiae","YIL015W","YIL015W.S1","BAR1"
"1778409_at","Saccharomyces cerevisiae","YHR111W","YHR111W.S1","UBA4"
"1778410_at","Schizosaccharomyces pombe","SPAC1A6.07","SPAC1A6.07.S1","---"
"1778411_at","Schizosaccharomyces pombe","SPAC22F8.05","SPAC22F8.05.S1","---"
"1778412_at","Saccharomyces cerevisiae","YER023W","YER023W.S1","PRO3"
"1778413_s_at","Schizosaccharomyces pombe","SPAC8C9.08","SPAC8C9.08.S1","---"
"1778414_at","Saccharomyces cerevisiae","YGR246C","YGR246C.S1","BRF1"
"1778415_at","Schizosaccharomyces pombe","SPCC18.09c","SPCC18.09c.S1","---"
"1778416_at","Saccharomyces cerevisiae","YIL114C","YIL114C.S1","POR2"
"1778417_at","Schizosaccharomyces pombe","SPCC663.14c","SPCC663.14c.S1","---"
"1778418_at","Saccharomyces cerevisiae","YKL017C","YKL017C.S1","HCS1"
"1778419_at","Schizosaccharomyces pombe","SPAC57A10.12c","SPAC57A10.12c.S1","---"
"1778420_at","Saccharomyces cerevisiae","YIL039W","YIL039W.S1","TED1"
"1778421_at","Schizosaccharomyces pombe","SPAC31A2.07c","SPAC31A2.07c.S1","---"
"1778422_at","Schizosaccharomyces pombe","SPAC589.06c","SPAC589.06c.S1","---"
"1778423_at","Saccharomyces cerevisiae","YNR046W","YNR046W.S1","TRM112"
"1778424_at","Schizosaccharomyces pombe","SPBC887.03c","SPBC887.03c.S1","---"
"1778425_at","Saccharomyces cerevisiae","YGR132C","YGR132C.S1","PHB1"
"1778426_s_at","Saccharomyces cerevisiae","YBR009C","YBR009C.S1","HHF1 /// HHF2"
"1778427_at","Schizosaccharomyces pombe","SPBC13G1.13","SPBC13G1.13.S1","---"
"1778428_at","Saccharomyces cerevisiae","YDL143W","YDL143W.S1","CCT4"
"1778429_at","Schizosaccharomyces pombe","SPBC21C3.11","SPBC21C3.11.S1","---"
"1778430_at","Schizosaccharomyces pombe","SPBC1703.10","SPBC1703.10.S1","---"
"1778431_at","Schizosaccharomyces pombe","SPAC1039.04","SPAC1039.04.S1","---"
"1778432_at","Schizosaccharomyces pombe","SPAC144.05","SPAC144.05.S1","---"
"1778433_at","Saccharomyces cerevisiae","YOR129C","YOR129C.S1","---"
"1778434_at","Saccharomyces cerevisiae","YLR119W","YLR119W.S1","SRN2"
"1778435_at","Schizosaccharomyces pombe","SPCC550.02c","SPCC550.02c.S1","---"
"1778436_at","Schizosaccharomyces pombe","SPAC3C7.12","SPAC3C7.12.S1","---"
"1778437_at","Saccharomyces cerevisiae","YDR085C","YDR085C.S1","AFR1"
"1778438_at","Schizosaccharomyces pombe","SPBC3F6.05","SPBC3F6.05.S1","---"
"1778439_at","Saccharomyces cerevisiae","YER117W","YER117W.S1","RPL23B"
"1778440_at","Saccharomyces cerevisiae","YDR391C","YDR391C.S1","---"
"1778441_at","Schizosaccharomyces pombe","SPAC17G8.05","SPAC17G8.05.S1","---"
"1778442_at","Saccharomyces cerevisiae","YPL007C","YPL007C.S1","TFC8"
"1778443_at","Schizosaccharomyces pombe","SPBC19C2.08","SPBC19C2.08.S1","---"
"1778444_at","Saccharomyces cerevisiae","YPL056C","YPL056C.S1","---"
"1778445_at","Schizosaccharomyces pombe","SPAC1527.02","SPAC1527.02.S1","---"
"1778446_at","Saccharomyces cerevisiae","YPL088W","YPL088W.S1","---"
"1778447_at","Schizosaccharomyces pombe","SPAC1687.07","SPAC1687.07.S1","---"
"1778448_at","Schizosaccharomyces pombe","SPBC1706.01","SPBC1706.01.S1","---"
"1778449_at","Schizosaccharomyces pombe","SPBC211.05","SPBC211.05.S1","---"
"1778450_at","Saccharomyces cerevisiae","YKL176C","YKL176C.S1","LST4"
"1778451_s_at","Saccharomyces cerevisiae","YBR191W","YBR191W.S1","RPL21A /// RPL21B"
"1778452_at","Saccharomyces cerevisiae","YHL004W","YHL004W.S1","MRP4"
"1778453_s_at","Saccharomyces cerevisiae","YFL060C","YFL060C.S1","SNO2 /// SNO3"
"1778454_at","Schizosaccharomyces pombe","SPAC13G6.09","SPAC13G6.09.S1","---"
"1778455_at","Schizosaccharomyces pombe","SPCC895.07","SPCC895.07.S1","---"
"1778458_at","Saccharomyces cerevisiae","YKL016C","YKL016C.S1","ATP7"
"1778459_at","Schizosaccharomyces pombe","SPBC30D10.09c","SPBC30D10.09c.S1","---"
"1778461_at","Schizosaccharomyces pombe","SPBC342.05","SPBC342.05.S1","---"
"1778462_at","Saccharomyces cerevisiae","YNL277W-A","YNL277W-A.S1","---"
"1778463_at","Schizosaccharomyces pombe","SPCC1739.14","SPCC1739.14.S1","---"
"1778464_at","Schizosaccharomyces pombe","SPAC22E12.19","SPAC22E12.19.S1","---"
"1778465_at","Schizosaccharomyces pombe","SPBC32H8.01c","SPBC32H8.01c.S1","---"
"1778466_at","Schizosaccharomyces pombe","SPAP8A3.09c","SPAP8A3.09c.S1","---"
"1778467_at","Schizosaccharomyces pombe","SPCC548.07c","SPCC548.07c.S1","---"
"1778468_at","Schizosaccharomyces pombe","SPBC56F2.11","SPBC56F2.11.S1","---"
"1778469_at","Schizosaccharomyces pombe","SPAC25B8.09","SPAC25B8.09.S1","---"
"1778470_at","Saccharomyces cerevisiae","YNL290W","YNL290W.S1","RFC3"
"1778471_at","Schizosaccharomyces pombe","SPBC16H5.03c","SPBC16H5.03c.S1","---"
"1778472_at","Saccharomyces cerevisiae","YKR001C","YKR001C.S1","VPS1"
"1778473_at","Saccharomyces cerevisiae","YMR134W","YMR134W.S1","---"
"1778474_at","Saccharomyces cerevisiae","YPL194W","YPL194W.S1","DDC1"
"1778475_at","Saccharomyces cerevisiae","YMR085W","YMR085W.S1","---"
"1778476_at","Schizosaccharomyces pombe","SPBC13G1.12","SPBC13G1.12.S1","---"
"1778477_at","Saccharomyces cerevisiae","YIL138C","YIL138C.S1","TPM2"
"1778478_at","Schizosaccharomyces pombe","SPAC222.03c","SPAC222.03c.S1","---"
"1778479_at","Saccharomyces cerevisiae","YCL064C","YCL064C.S1","CHA1"
"1778480_at","Schizosaccharomyces pombe","SPAC4G8.07c","SPAC4G8.07c.S1","---"
"1778481_at","Saccharomyces cerevisiae","YOR063W","YOR063W.S1","RPL3"
"1778482_at","Schizosaccharomyces pombe","SPAPJ760.03c","SPAPJ760.03c.S1","---"
"1778483_at","Saccharomyces cerevisiae","YDR066C","YDR066C.S1","---"
"1778484_at","Schizosaccharomyces pombe","SPAC27F1.05c","SPAC27F1.05c.S1","---"
"1778485_at","Saccharomyces cerevisiae","YLR326W","YLR326W.S1","---"
"1778486_at","Saccharomyces cerevisiae","YIL123W","YIL123W.S1","SIM1"
"1778487_at","Saccharomyces cerevisiae","YJR063W","YJR063W.S1","RPA12"
"1778488_at","Saccharomyces cerevisiae","YAL021C","YAL021C.S1","CCR4"
"1778489_at","Schizosaccharomyces pombe","SPBC146.13c","SPBC146.13c.S1","---"
"1778490_at","Schizosaccharomyces pombe","SPAC1805.08","SPAC1805.08.S1","---"
"1778491_at","Saccharomyces cerevisiae","YKR079C","YKR079C.S1","TRZ1"
"1778492_at","Saccharomyces cerevisiae","YJL129C","YJL129C.S1","TRK1"
"1778493_at","Saccharomyces cerevisiae","YPR022C","YPR022C.S1","---"
"1778494_at","Saccharomyces cerevisiae","YHL027W","YHL027W.S1","RIM101"
"1778495_at","Saccharomyces cerevisiae","YML001W","YML001W.S1","YPT7"
"1778496_at","Saccharomyces cerevisiae","YDR422C","YDR422C.S1","SIP1"
"1778497_at","Schizosaccharomyces pombe","SPBC365.05c","SPBC365.05c.S1","---"
"1778498_at","Saccharomyces cerevisiae","YBR139W","YBR139W.S1","---"
"1778499_at","Saccharomyces cerevisiae","YGR004W","YGR004W.S1","PEX31"
"1778500_at","Saccharomyces cerevisiae","YPL089C","YPL089C.S1","RLM1"
"1778501_at","Saccharomyces cerevisiae","YHR075C","YHR075C.S1","PPE1"
"1778502_at","Schizosaccharomyces pombe","SPCC188.09c","SPCC188.09c.S1","---"
"1778503_at","Saccharomyces cerevisiae","YPR074C","YPR074C.S1","TKL1"
"1778504_at","Saccharomyces cerevisiae","YPR036W","YPR036W.S1","VMA13"
"1778505_at","Schizosaccharomyces pombe","SPCC4E9.01c","SPCC4E9.01c.S1","---"
"1778506_at","Schizosaccharomyces pombe","SPAC57A7.06","SPAC57A7.06.S1","---"
"1778507_at","Saccharomyces cerevisiae","YNL297C","YNL297C.S1","MON2"
"1778508_at","Saccharomyces cerevisiae","YKR024C","YKR024C.S1","DBP7"
